filename,score
World Nuclear::launch-of-the-nuclear-fuel-report-expanded-summary.txt,0.9985876083374023
World Nuclear::launch-of-the-world-nuclear-supply-chain-outlook-2.txt,0.9984108209609985
World Nuclear::launch-of-world-nuclear-performance-report-2016-as.txt,0.9785619974136353
World Nuclear::major-global-companies-pledge-historic-support-to-triple-nuclear-energy.txt,0.9605342348416647
World Nuclear::markets-must-recognise-energy-benefits.txt,-0.9964351654052734
World Nuclear::more-uranium-development-needed-to-meet-demands-of.txt,-0.9806662499904633
World Nuclear::net-zero-needs-nuclear.txt,0.9917335510253906
World Nuclear::net-zero-nuclear-founders-call-on-governments-and.txt,0.9988921284675598
World Nuclear::net-zero-nuclear-industry-pledge-sets-goal-for-tri.txt,0.971108615398407
World Nuclear::net-zero-nuclear-initiative-calls-for-global-colla.txt,0.9907085498174032
World Nuclear::new-nuclear-grid-connections-double-now-policy-sup.txt,0.9391869604587555
World Nuclear::new-outlookreportfindsgovernments-nuclear-energyambitionexceeds-tripling-goal-for-2050.txt,0.021169275045394897
World Nuclear::new-reactor-will-reduce-fossil-fuel-use-in-korea.txt,0.9986181259155273
World Nuclear::new-report-nuclear-power-economics-and-project-str.txt,-0.21684592962265015
World Nuclear::new-report-nuclear-reactor-performance-improves-b.txt,0.7819051146507263
World Nuclear::new-reports-highlight-nuclear-power-as-a-key-pilla.txt,0.03220978379249573
World Nuclear::new-strategic-partnership-to-enhance-global-nuclear-security-and-operational-resilience.txt,0.9983037412166595
World Nuclear::new-study-shows-nuclear-generation-to-grow-but-mor.txt,0.9787493348121643
World Nuclear::ntpc-joins-world-nuclear-association-as-india-energy-week-features-first-nuclear-zone.txt,0.9962328374385834
World Nuclear::nuclear-delivers-emissions-reductions-as-iea-set-2.txt,0.8162130415439606
World Nuclear::nuclear-energy-can-enhance-energy-security-and-add.txt,0.9992827773094177
World Nuclear::nuclear-energy-can-meet-growing-needs-for-clean-an.txt,0.9824231863021851
World Nuclear::nuclear-energy-discussed-at-cop24.txt,0.9789742231369019
World Nuclear::nuclear-energy-eligible-for-sustainable-financing.txt,0.8369405567646027
World Nuclear::nuclear-energy-in-the-global-spotlight-world-nuclear-associations-media-impact-in-2025.txt,0.9923005104064941
World Nuclear::nuclear-energy-is-better-than-blackouts.txt,-0.09499967098236084
World Nuclear::nuclear-energy-is-the-fast-track-to-decarbonizatio.txt,0.20162531733512878
World Nuclear::nuclear-energy-must-be-included-on-the-path-to-a-l.txt,0.9951298236846924
World Nuclear::nuclear-energy-needed-to-achieve-ambitious-goals.txt,0.9759617447853088
World Nuclear::nuclear-energy-takes-centre-stage-powering-the-ai-and-economic-surge.txt,0.41451261937618256
World Nuclear::nuclear-fuel-report-2023-decarbonization-energy-s.txt,-0.11945930123329163
World Nuclear::nuclear-generation-increases-for-fifth-successive.txt,-0.9507887959480286
